transaction_id,amount,balance_before,time_of_day,day_of_week,transaction_type,recipient_frequency,location_match,device_match,transaction_frequency,account_age_days,balance_after,transaction_velocity,is_fraud
2688,1021.324663673272,38494.31994607046,19,1,Transfer,0.6925251769395697,1,1,11,250,37472.99528239719,5,0
2689,100065.21075334627,30286.664467231538,8,4,Transfer,8.20622691244986,1,1,5,43,-69778.54628611472,4,0
2690,74977.06816966383,46423.593533328945,8,3,Deposit,3.735564831290017,1,1,6,708,-28553.47463633489,2,0
2691,2883.1356345268546,20520.5061073121,18,5,Deposit,19.177052708536895,0,1,11,243,17637.370472785246,4,0
2692,13518.833315640131,16635.67165377641,12,2,Transfer,5.097486537230504,1,1,6,889,3116.83833813628,1,0
2693,20361.179979266453,44469.957936013045,0,0,Transfer,0.886933902255673,1,1,11,136,24108.77795674659,1,0
2694,16831.483529097775,3412.9756690061668,16,1,Transfer,8.450284597825314,1,1,5,635,-13418.50786009161,4,0
2695,42946.907957180534,7682.884253750163,3,1,Bill Payment,5.583956107769055,1,1,7,336,-35264.02370343037,1,0
2696,385668.53567151044,5037.8172946181785,3,5,Withdrawal,0.8062915000950004,1,1,7,747,-380630.71837689227,5,0
2697,191670.58135154733,42312.38787224373,15,6,Withdrawal,0.04516417452118549,1,1,6,635,-149358.1934793036,1,0
2698,1596.4881875120234,1519.7637451456503,15,0,Transfer,3.92244648876392,1,1,9,9,-76.72444236637307,4,0
2699,76430.71939121961,43221.20061935536,14,3,Transfer,1.3819906206588528,1,1,8,745,-33209.51877186425,3,0
2700,314225.65053370927,23112.121973192076,5,3,Transfer,10.096117540354584,0,1,17,856,-291113.5285605172,4,0
2701,47744.39903718555,1197.2386638445666,4,3,Deposit,1.4446138194750449,1,1,10,807,-46547.16037334098,4,0
2702,195235.31436863152,20680.61368339005,21,4,Transfer,5.436227998202975,1,1,12,897,-174554.70068524146,3,0
2703,1232482.3833902923,10153.241211206743,9,4,Bill Payment,2.116593500572598,1,1,13,131,-1222329.1421790856,5,0
2704,170658.38558509323,31595.62388613599,6,6,Withdrawal,2.1563617171514697,0,1,7,649,-139062.76169895724,2,0
2705,36265.319985129485,34288.58070616068,6,5,Transfer,1.0033330390549786,1,1,10,688,-1976.739278968802,3,0
2706,178113.62141148996,24888.850949844993,9,0,Airtime,3.493027491889066,1,1,8,366,-153224.77046164498,3,0
2707,29430.171429256407,2985.4567465438286,9,5,Withdrawal,4.328840084149884,1,0,9,821,-26444.714682712576,0,0
2708,23105.040740286335,33150.311413992895,14,2,Withdrawal,4.349585036577908,1,1,7,431,10045.27067370656,2,0
2709,10907.125045586647,42259.90039667054,5,0,Transfer,9.710940848789626,1,1,12,996,31352.775351083896,2,0
2710,502236.65789945546,36295.889588993676,23,2,Bill Payment,5.282756249728285,1,1,10,175,-465940.7683104618,2,0
2711,4286.143549469362,41667.93802881061,1,0,Deposit,6.739944048615699,1,1,11,703,37381.794479341246,5,0
2712,472000.55922052154,10824.966653993486,7,4,Transfer,1.953731290404135,1,1,5,250,-461175.59256652807,2,0
2713,59857.87297698377,44555.50904316765,19,3,Withdrawal,2.7295499849430223,1,1,7,779,-15302.363933816116,7,0
2714,1341.2907162081804,16787.479081750178,14,1,Transfer,0.09230992723954876,1,1,7,177,15446.188365541997,3,0
2715,45949.51560679769,1656.8358983475603,20,6,Bill Payment,0.4120698388297422,1,1,12,41,-44292.67970845013,2,0
2716,330.2820494424828,42326.190670124466,20,0,Bill Payment,2.4316377926602386,1,1,8,951,41995.908620681985,4,0
2717,76958.0720470477,47149.24217927161,17,0,Deposit,1.1769267272827995,1,1,10,109,-29808.829867776083,1,0
2718,129374.03266366379,33122.35167345009,4,6,Transfer,8.382147757305876,1,1,8,259,-96251.6809902137,1,0
2719,6736.448179672995,12340.394892707809,3,1,Deposit,5.6425720525578456,1,1,10,738,5603.946713034814,2,0
2720,28200.51141121307,13335.47874984399,9,6,Transfer,17.583963765327336,0,1,7,99,-14865.03266136908,0,0
2721,1097246.9934843567,23863.050798345357,18,0,Transfer,10.903340301288615,1,1,13,336,-1073383.9426860113,3,0
2722,8010.4850315084295,44993.722900469555,13,6,Deposit,19.00711151284654,0,1,11,782,36983.23786896112,5,0
2723,2649.6552757259183,8330.28515123036,22,3,Transfer,2.272818268237459,0,1,10,868,5680.629875504443,0,0
2724,426482.5816740239,41472.70980959086,23,5,Withdrawal,3.3118903465830343,1,1,11,579,-385009.87186443305,1,0
2725,1115902.8666255747,15273.837626552368,12,1,Transfer,2.3310600952234055,1,1,4,112,-1100629.0289990222,5,0
2726,22189.874133552294,40620.722302025795,9,1,Bill Payment,16.663825059822695,1,0,11,242,18430.8481684735,1,0
2727,166529.22038570073,46093.288682475395,21,3,Transfer,2.576751674334432,1,1,13,636,-120435.93170322533,1,0
2728,322207.75910012575,21947.19972772169,5,3,Deposit,0.6208023264639911,1,1,7,134,-300260.55937240407,3,0
2729,4989.203391019086,18887.48205117101,12,1,Withdrawal,1.441810808670422,1,1,12,16,13898.278660151924,4,0
2730,8344.753769122457,40308.84462959379,20,3,Transfer,2.765362610194226,1,1,7,948,31964.090860471333,0,0
2731,258266.95191269869,26944.661236590306,10,5,Withdrawal,4.619019349151206,1,1,8,616,-231322.2906761084,6,0
2732,640515.4728082168,34538.00337469666,21,3,Withdrawal,4.812805381207984,1,1,12,928,-605977.4694335201,2,0
2733,67897.99065158216,31518.632611097797,14,5,Withdrawal,7.110304478771252,1,1,6,290,-36379.35804048437,3,0
2734,3790.947599187158,8491.553436595019,1,3,Transfer,5.218728903994871,1,1,5,96,4700.60583740786,4,0
2735,1171882.7757187306,42394.72765418852,14,1,Withdrawal,3.3817847038928854,1,1,16,509,-1129488.048064542,2,0
2736,7616.393208273664,10592.980459243674,18,0,Withdrawal,0.15318039746037393,1,1,16,353,2976.5872509700102,2,0
2737,11268.026014020303,46681.82505946826,16,2,Deposit,5.9376828344936055,1,1,11,973,35413.79904544796,4,0
2738,43681.3129776537,13277.993279685244,19,1,Bill Payment,0.44665993404030024,1,1,16,732,-30403.319697968458,2,0
2739,493027.80026732694,36960.16769041336,17,6,Transfer,3.163190449680127,1,1,11,146,-456067.6325769136,3,0
2740,121534.31782366075,14948.11428118601,5,2,Transfer,11.33590727396009,1,1,10,309,-106586.20354247474,3,0
2741,50500.12046589239,16571.48502075633,14,3,Transfer,4.542591247538846,1,1,9,933,-33928.63544513606,0,0
2742,55635.516386683295,16190.09078633296,16,3,Transfer,1.109251674923937,1,1,10,984,-39445.42560035034,3,0
2743,24029.303345709264,37646.72044727808,23,0,Transfer,8.250211331536777,1,1,16,1,13617.417101568815,2,0
2744,67257.17808133653,28283.940780500263,21,3,Deposit,1.7862978845657593,1,1,14,496,-38973.23730083627,4,0
2745,139.89327977671135,44264.67033652736,8,6,Deposit,4.305117934136132,1,1,11,669,44124.777056750645,1,0
2746,12170.680271857394,16061.263240998198,11,2,Transfer,5.050931660751154,1,1,4,859,3890.5829691408035,2,0
2747,35690.64432985469,34907.63358078047,21,1,Bill Payment,6.567478267108532,1,1,13,398,-783.0107490742157,7,0
2748,2203.8736317468065,37894.48138349242,22,1,Transfer,0.3359505418996967,0,1,9,768,35690.607751745614,6,0
2749,47698.09007045525,8422.62353846795,4,6,Bill Payment,9.629900037699953,1,1,4,664,-39275.4665319873,1,0
2750,14633.336957024214,20628.878508670747,13,5,Deposit,0.6043470422105602,1,1,9,847,5995.541551646533,3,0
2751,737448.3985135282,24658.057223170144,23,0,Withdrawal,0.4965273675220641,1,1,6,202,-712790.341290358,4,0
2752,511979.28817986755,18428.68210482434,7,6,Transfer,3.0521668854137136,1,1,9,664,-493550.6060750432,2,0
2753,8676.633282762821,16783.51720248777,21,2,Deposit,2.327521641196484,0,1,8,16,8106.883919724947,5,0
2754,16290.291190759292,34634.574805884455,16,3,Airtime,0.2808081213040624,1,1,11,95,18344.28361512516,4,0
2755,18998.301677965206,11577.45348531494,8,4,Withdrawal,0.9076125045219765,1,1,12,669,-7420.848192650266,1,0
2756,8925.619782737685,35760.14651730531,2,0,Bill Payment,2.892074588750402,0,1,9,393,26834.526734567622,2,0
2757,32534.29257078859,46817.1656231458,6,0,Transfer,8.83256954298239,1,1,7,676,14282.873052357205,3,0
2758,4834.030458943325,28694.678537709806,11,4,Bill Payment,0.6465836020731186,0,1,10,587,23860.64807876648,1,0
2759,2295.6454622617457,30960.27760023423,2,6,Transfer,0.5520348836797613,1,1,11,19,28664.632137972483,3,0
2760,76528.80216155187,4377.702404080365,8,1,Deposit,8.169406205384417,1,1,10,400,-72151.0997574715,5,0
2761,77579.55216683751,43359.368277273585,13,5,Transfer,3.3894755959112617,1,1,17,777,-34220.18388956393,1,0
2762,4408.84698973014,14986.94157279341,22,1,Deposit,2.233383132333346,1,1,10,300,10578.09458306327,1,0
2763,132020.28467271422,31137.507110899678,22,1,Deposit,3.0934801572310597,1,1,12,181,-100882.77756181454,1,0
2764,6228.211809881478,48976.496317495315,22,4,Withdrawal,2.6453441954989616,1,1,21,475,42748.28450761384,4,0
2765,36546.12630361172,30179.627428067583,17,3,Bill Payment,7.61387439098784,1,1,10,610,-6366.498875544141,2,0
2766,113628.31718771104,36510.7648857545,10,3,Transfer,0.04685567324290779,1,1,13,587,-77117.55230195654,3,0
2767,20594.40818486601,22820.661292963843,3,5,Airtime,2.8383784724210126,1,1,10,467,2226.2531080978333,4,0
2768,54692.49763674844,3957.9263322378106,7,5,Bill Payment,0.8649541281256343,1,1,10,712,-50734.57130451063,6,0
2769,7841.149419472112,40082.36812499964,17,2,Deposit,1.8429124125864575,1,1,9,171,32241.218705527524,3,0
2770,14869.491360863814,2714.9432219352975,12,2,Transfer,0.5948817113972117,1,1,12,379,-12154.548138928516,6,0
2771,14592.765019153854,35332.233615504854,3,1,Transfer,2.7842439884039543,1,1,11,880,20739.468596351,4,0
2772,4948.51745627416,2123.15708433221,9,4,Transfer,5.154232736908806,0,1,13,980,-2825.3603719419502,5,0
2773,15466.809335294674,43252.95659225686,7,5,Bill Payment,5.4175332797943625,1,1,14,809,27786.147256962184,2,0
2774,995.020562000802,8724.165755816048,11,0,Transfer,7.966438340528171,1,1,14,11,7729.145193815246,2,0
2775,8247.723531830305,26199.303276685005,18,3,Transfer,8.437305421628894,1,1,7,141,17951.579744854702,3,0
2776,12459.628958178077,30260.38451967422,11,6,Transfer,4.55320179720116,1,1,9,209,17800.755561496142,6,0
2777,13195.623426644715,23419.724961297194,21,4,Transfer,2.178204224145488,0,1,8,939,10224.101534652478,3,0
2778,13588.853067529688,17697.410978095475,1,5,Transfer,0.26339487452984556,1,1,10,811,4108.557910565787,4,0
2779,19466.91428680207,23922.900512867614,23,2,Transfer,0.1826456287678742,0,1,11,471,4455.986226065543,2,0
2780,57462.22395412549,16259.371940176778,7,5,Airtime,0.6010348185064733,1,1,8,310,-41202.85201394871,3,0
2781,126631.1929641054,22467.995006962294,12,3,Transfer,20.62343058855435,1,1,6,434,-104163.1979571431,4,0
2782,6005.731524348483,18586.7365589035,0,5,Transfer,7.708369079001108,1,1,10,908,12581.005034555017,1,0
2783,1985.444880605478,28744.036351850118,2,3,Bill Payment,2.5948959693835416,1,1,9,841,26758.59147124464,1,0
2784,2740.5425083008736,12658.28395000419,1,4,Deposit,3.138681162453116,1,1,12,987,9917.741441703316,1,0
2785,8313.152329464847,49444.17119078661,22,5,Transfer,6.685261378974232,1,1,9,89,41131.01886132176,0,0
2786,10896.0690370316,25542.627715726114,22,5,Transfer,3.611856800559949,1,1,13,727,14646.558678694513,1,0
2787,4722.095149067982,10513.941793310973,19,2,Transfer,2.234688467001485,1,1,5,311,5791.846644242991,0,0
2788,1648.7400538939967,24376.27072879635,7,4,Deposit,2.1505361797492375,1,1,7,116,22727.53067490235,4,0
2789,8846.333382152154,43454.341346716385,2,0,Transfer,1.1763442315412234,1,1,9,295,34608.00796456423,3,0
2790,31661.39011958206,2068.5328630953845,20,3,Deposit,10.840777932012855,1,1,11,137,-29592.857256486677,5,0
2791,72407.04872182873,34298.15183625715,14,6,Withdrawal,2.673490153412943,1,1,10,234,-38108.89688557158,7,0
2792,7223.926306087425,27850.422042902475,1,6,Transfer,6.97895529877203,0,1,15,217,20626.49573681505,5,0
2793,9643.16213107706,9308.34172413664,16,4,Deposit,4.263788147804292,1,1,10,729,-334.82040694042007,3,0
2794,3451.6352467843703,41056.34552594111,23,6,Airtime,7.014022576748409,1,1,10,266,37604.710279156745,2,0
2795,20684.122568252144,19075.346496326278,5,4,Bill Payment,1.9350076634612985,1,1,10,380,-1608.7760719258658,3,0
2796,4036.5382370708976,15396.299411959864,0,6,Withdrawal,6.971809149666707,1,0,13,655,11359.761174888967,4,0
2797,69303.8421889023,41578.13440098815,3,0,Deposit,7.80248387503109,1,1,12,933,-27725.70778791415,4,0
2798,619.1001272910537,32287.727263391567,18,4,Transfer,0.550637536755011,1,1,8,108,31668.627136100513,5,0
2799,10729.375741076681,45014.6951000664,6,3,Deposit,0.47960262073746546,0,1,5,179,34285.31935898971,5,0
2800,40223.8216871422,31864.30147988877,22,6,Withdrawal,21.166557097444255,1,1,9,515,-8359.520207253427,6,0
2801,31814.23253531556,37300.06523867365,21,1,Deposit,0.6275553691115944,1,0,10,664,5485.832703358086,4,0
2802,4809325.136425783,41985.84891672103,13,1,Withdrawal,5.773387971449859,1,1,8,88,-4767339.287509062,1,0
2803,44338.11851483064,3682.2421595869087,13,2,Airtime,6.887926610640797,1,1,8,506,-40655.87635524373,2,0
2804,2956.8825694043826,39026.39898459963,9,0,Withdrawal,0.32808653322448594,1,0,7,521,36069.51641519525,2,0
2805,18198.08241720377,31071.617610629262,23,2,Withdrawal,6.862172925213105,1,1,10,289,12873.535193425494,2,0
2806,631.127140708955,4405.882029244469,6,1,Deposit,2.7194561234784924,1,1,8,14,3774.7548885355136,6,0
2807,18747.215269461645,25920.31817156704,15,0,Transfer,1.6056703738463496,1,1,13,771,7173.102902105395,2,0
2808,4162.569729576016,5040.44582121374,3,4,Transfer,5.47306115584767,1,1,11,824,877.8760916377241,6,0
2809,137417.71095025988,37061.412884437894,6,4,Deposit,8.952535938866093,1,1,10,966,-100356.29806582199,5,0
2810,7338.718028295476,27778.58398099627,14,3,Transfer,4.252450612392135,1,1,9,80,20439.865952700795,2,0
2811,17439.066478293076,47725.10333320257,16,5,Deposit,10.225301043593195,1,1,11,419,30286.036854909493,4,0
2812,6178.830649093375,9973.633207016723,2,1,Bill Payment,0.11304820904911952,1,1,12,913,3794.802557923348,4,0
2813,713332.3385027662,30695.639173498545,15,4,Airtime,6.708608984553256,1,0,13,965,-682636.6993292677,5,0
2814,11585.556451313169,11367.524593954076,1,0,Bill Payment,0.9280496383081266,1,1,8,446,-218.0318573590921,1,0
2815,860366.7983059693,31089.18425164252,6,5,Transfer,1.6848795052391128,1,1,6,726,-829277.6140543268,4,0
2816,112229.7652404754,36409.83541568197,15,5,Transfer,4.2461097550122995,1,1,8,912,-75819.92982479343,2,0
2817,57764.71809325768,36392.91213714739,20,4,Transfer,1.6040927358458723,1,1,8,887,-21371.805956110293,1,0
2818,46049.2288048782,40938.62554344788,8,2,Transfer,0.920538881371778,1,1,15,13,-5110.6032614303185,3,0
2819,48416.43477009958,42823.96116995752,11,2,Withdrawal,10.835824500694734,1,1,9,875,-5592.473600142061,1,0
2820,466.218701851568,4786.314587091675,23,2,Transfer,11.860932728837078,1,1,10,268,4320.095885240107,3,0
2821,12609.845941286449,17820.0906965478,0,5,Deposit,0.18524673369743577,1,1,10,74,5210.24475526135,1,0
2822,119409.72701009133,34669.00349763048,13,2,Transfer,3.4669474914323772,1,1,13,522,-84740.72351246086,1,0
2823,19974.378036469112,25430.728082169393,10,2,Deposit,1.138763480320446,1,1,8,564,5456.350045700281,5,0
2824,1325.599788275844,10343.121390984783,17,5,Withdrawal,9.953813556367479,1,1,13,880,9017.52160270894,2,0
2825,19834.757338044037,28082.7689381682,21,3,Bill Payment,3.1043303389806134,1,1,15,250,8248.011600124162,3,0
2826,665444.8427800087,20964.346985541048,4,2,Airtime,3.254824888527177,1,1,9,718,-644480.4957944676,1,0
2827,266674.32359992224,20111.875605060948,14,3,Transfer,4.937224281960508,1,1,12,97,-246562.4479948613,5,0
2828,19457.579823280954,40677.93215434753,6,3,Bill Payment,0.2861548423395863,1,1,7,935,21220.352331066577,1,0
2829,147694.10476028625,20972.31835777688,13,4,Deposit,0.6808060911826128,0,1,9,617,-126721.78640250937,2,0
2830,10582.806757985221,2296.270768540784,19,5,Withdrawal,3.449613542676928,1,1,8,877,-8286.535989444437,2,0
2831,729.4251997260608,3845.1036056634725,7,0,Bill Payment,17.012027943189583,1,1,4,169,3115.6784059374118,5,0
2832,3467.0800125429546,42955.9580428894,3,2,Transfer,9.27687031504464,1,1,12,924,39488.878030346445,3,0
2833,501709.9972467552,48069.439690613544,2,0,Bill Payment,11.007420161339521,1,1,13,470,-453640.5575561417,2,0
2834,12733.783215229441,34732.05748632967,11,1,Deposit,0.7376012047583157,1,0,13,466,21998.27427110023,0,0
2835,13537.67801849293,18854.04641090393,17,3,Transfer,15.92526104390527,1,0,11,975,5316.368392411001,3,0
2836,12092.293253309283,46991.41547394165,23,6,Transfer,6.546528299986093,1,1,4,145,34899.122220632365,7,0
2837,992788.7479400738,33477.351232411056,14,1,Withdrawal,1.9702898872556478,1,1,6,258,-959311.3967076627,3,0
2838,569160.5475688935,42372.343910767544,10,3,Withdrawal,9.9927065813514,1,1,8,457,-526788.203658126,1,0
2839,1862742.5834389336,38526.76289781346,23,2,Withdrawal,6.877956259088447,0,1,9,77,-1824215.8205411201,3,0
2840,16025.068866159683,19577.82647285703,10,1,Transfer,6.668694859026509,1,1,7,853,3552.757606697345,7,0
2841,39785.14886311897,24456.40784168849,11,5,Transfer,6.632971688792788,1,1,9,78,-15328.74102143048,3,0
2842,1060.7324098091983,10120.475564036875,18,4,Withdrawal,8.068576065930657,1,1,11,873,9059.743154227677,6,0
2843,422467.94464425236,15308.69092159597,16,1,Transfer,14.833699271532023,1,1,5,527,-407159.2537226564,2,0
2844,2131.200888962196,39128.157403039564,5,3,Transfer,0.73595977674244,1,1,3,962,36996.95651407737,5,0
2845,33980.8064331006,44804.941202272305,20,5,Transfer,38.233966216504946,1,1,11,731,10824.134769171702,2,0
2846,2453.80447175332,36498.560739319175,7,3,Transfer,10.291909009268602,1,1,14,34,34044.756267565856,5,0
2847,6783.621253414078,23793.51113617528,14,0,Deposit,2.9136422386302256,1,1,8,213,17009.8898827612,2,0
2848,4127.697968341276,5238.954178047629,21,6,Transfer,0.8565393904802345,1,1,16,256,1111.2562097063537,4,0
2849,6530.56980900698,3790.4494862239626,19,6,Bill Payment,3.023744040394105,1,1,10,933,-2740.1203227830174,3,0
2850,7493.2252679757585,19341.952666029836,9,1,Withdrawal,7.539186576477803,1,1,10,688,11848.727398054078,3,0
2851,7357.403838414034,23727.264219615492,14,4,Withdrawal,4.612216442407682,1,0,6,397,16369.860381201459,6,0
2852,116619.03891340479,30846.910488451547,11,2,Deposit,1.63940266833296,1,1,13,938,-85772.12842495323,6,0
2853,2416.980744252162,1317.9865479628634,10,0,Withdrawal,2.611073785971432,1,1,9,7,-1098.9941962892985,6,0
2854,34237.70681075061,49496.421632849015,17,1,Deposit,15.42815907293492,1,1,16,291,15258.714822098402,1,0
2855,251681.15428741614,18833.005286798103,23,0,Transfer,8.143635176586622,0,1,11,728,-232848.14900061802,3,0
2856,7892.0189710547,42556.63852625495,4,1,Transfer,0.6623419362000189,1,1,10,829,34664.619555200254,4,0
2857,5240.447730961132,27213.368577604815,11,6,Withdrawal,3.941598428442588,1,1,9,371,21972.920846643683,2,0
2858,13890.365504756413,7391.533272133978,23,2,Transfer,13.367148086844994,1,1,7,183,-6498.832232622435,4,0
2859,233153.05766221677,40080.71207419157,4,2,Transfer,0.1745557622748793,1,1,14,239,-193072.3455880252,3,0
2860,32474.656428265484,35781.52667107393,21,6,Deposit,0.21739515596245126,1,1,12,961,3306.870242808447,5,0
2861,7612.686499145622,26844.368161532173,9,4,Withdrawal,6.306822070427078,1,0,5,234,19231.681662386552,5,0
2862,57974.1964866981,26213.101475355223,13,0,Withdrawal,4.284753840268984,1,1,6,597,-31761.095011342877,4,0
2863,2429.4391332385303,5286.5006817954745,15,4,Bill Payment,0.23545523006986732,1,1,11,361,2857.061548556944,6,0
2864,86053.03066950504,33136.598480119836,4,1,Transfer,27.627953704096967,1,1,11,84,-52916.4321893852,1,0
2865,49871.98071930987,45651.012631960686,10,2,Airtime,4.338637439975333,1,1,10,403,-4220.968087349182,4,0
2866,11901.063653142293,5569.00104184656,18,2,Withdrawal,3.3856777046671787,0,0,9,149,-6332.062611295733,3,0
2867,4116.787491443552,13912.06108179634,7,3,Transfer,2.968292704973476,0,1,6,251,9795.273590352788,1,0
2868,3739.241848046218,45213.09069866284,18,3,Bill Payment,6.031275981841018,1,1,12,249,41473.848850616625,2,0
2869,64192.05144157737,14932.85158116987,19,6,Deposit,3.065741086100094,0,1,10,445,-49259.199860407505,2,0
2870,257290.48180209837,33043.23993681639,21,4,Transfer,5.380489928200239,1,1,8,18,-224247.24186528198,5,0
2871,6157.243705232117,27206.090082214065,17,0,Transfer,3.3504181357372875,1,1,10,231,21048.84637698195,4,0
2872,55092.74997612285,30220.05264518924,22,6,Deposit,4.717253235588943,1,1,11,985,-24872.697330933606,10,0
2873,338.9816454827281,21373.656177285404,20,1,Deposit,8.17855345349316,1,1,12,788,21034.674531802677,1,0
2874,6841.515419839813,15699.582057131845,11,4,Bill Payment,8.495940276047385,1,1,8,613,8858.066637292031,2,0
2875,20699.85830908296,3378.1390857537795,12,2,Transfer,9.45397416001848,1,1,9,830,-17321.71922332918,1,0
2876,3571.11505390939,37469.76602541404,20,2,Deposit,1.134313027658735,1,1,10,31,33898.650971504656,3,0
2877,3384.587275440233,37558.579647517116,20,2,Transfer,0.31533748775674436,1,1,5,277,34173.992372076886,8,0
2878,5793.204589001346,33865.56126385744,17,1,Deposit,9.043667805461844,1,1,8,304,28072.35667485609,6,0
2879,39513.017622232575,32538.05561786141,14,6,Bill Payment,0.21609226310140672,1,1,7,336,-6974.962004371166,1,0
2880,15143.731503774501,12942.139476208784,14,4,Deposit,1.2007539563886118,1,1,11,775,-2201.592027565717,3,0
2881,250.51969328675895,2094.9017545482693,11,1,Deposit,3.734837256570633,0,1,12,41,1844.3820612615104,2,0
2882,316.9042553722259,40627.054447386545,8,5,Withdrawal,9.670075936595016,1,1,13,616,40310.15019201432,3,0
2883,6543.775976558699,25065.788249095516,18,2,Transfer,11.35452526295124,1,1,11,363,18522.012272536816,7,0
2884,55015.661163409924,16035.068404428299,11,3,Bill Payment,4.944988011536841,1,1,8,800,-38980.59275898163,0,0
2885,90.4674678264471,5994.663432247933,22,4,Deposit,17.019810008434284,1,1,6,7,5904.195964421486,5,0
2886,8107.457918254229,4073.3579541680315,4,3,Withdrawal,6.545609954295593,1,1,17,552,-4034.099964086198,3,0
2887,7688.679159586732,18094.469367963688,20,4,Bill Payment,3.750962848293715,1,1,16,844,10405.790208376955,3,0
2888,353866.6960676341,40432.116173580085,19,6,Withdrawal,0.7214919259221804,1,1,7,948,-313434.579894054,3,0
2889,10198.096626091386,46017.46371735769,9,2,Withdrawal,2.799952536322144,1,1,5,885,35819.36709126631,3,0
2890,47381.06567200337,44940.81686604017,21,3,Withdrawal,8.639442221048771,1,0,7,738,-2440.2488059632014,1,0
2891,29217.2416123133,46080.04090273309,6,3,Transfer,1.6679124801111211,1,1,9,885,16862.79929041979,5,0
2892,310.7121871316481,45478.54181333779,22,4,Transfer,4.316963474600461,1,1,10,570,45167.82962620614,2,0
2893,102376.70067869296,26834.012828419396,10,5,Airtime,20.502166443626045,1,1,12,722,-75542.68785027356,4,0
2894,33887.21253713712,11751.366289288288,7,5,Transfer,0.9583693796256727,1,1,13,461,-22135.846247848836,4,0
2895,60872.529679575506,40104.2825590042,20,3,Deposit,0.5349050147735802,0,1,13,513,-20768.24712057131,3,0
2896,56654128.090556584,11471.935767776371,6,3,Transfer,7.938300862272713,1,0,9,952,-56642656.15478881,1,0
2897,340.9630525100659,14093.156561071884,15,6,Transfer,0.12618811816114778,1,1,8,802,13752.193508561819,1,0
2898,693421.4869192106,12429.461769304875,15,2,Withdrawal,5.153683301282616,1,1,6,449,-680992.0251499058,3,0
2899,12395.700544664378,26234.137781094487,13,4,Withdrawal,2.045445790294162,1,1,10,473,13838.437236430109,5,0
2900,39130.512355983316,16769.547900284917,14,4,Deposit,6.433400219605177,1,1,9,566,-22360.9644556984,2,0
2901,20110.060865637864,8553.646431641731,19,0,Bill Payment,0.6406055437113836,1,1,19,9,-11556.414433996133,6,0
2902,9428.830352489993,23205.497182800238,8,4,Withdrawal,2.0027157713559878,0,1,9,188,13776.666830310245,2,0
2903,7046.837006152424,43821.45470047318,15,2,Transfer,0.08591850769635773,1,0,10,277,36774.617694320754,2,0
2904,42574.78566160367,28957.08989254864,15,3,Deposit,1.3399919931544595,1,0,12,967,-13617.695769055033,2,0
2905,1059.606197892674,44038.44468849176,4,6,Bill Payment,3.3010641204422586,1,1,4,595,42978.83849059909,1,0
2906,98830.18319870217,10597.737068877732,2,0,Transfer,0.9777234668777313,1,1,7,607,-88232.44612982444,2,0
2907,9581.708450875054,9181.719809955146,20,6,Deposit,4.57714969257342,1,1,13,161,-399.988640919908,1,0
2908,2298.153657484303,29203.27915922259,12,6,Transfer,0.6286473788681881,1,1,6,156,26905.125501738286,5,0
2909,8955.062412211419,23703.11617576738,7,3,Transfer,6.836843907794473,1,1,14,434,14748.053763555961,2,0
2910,272201.65076888533,33348.459440700884,16,4,Bill Payment,12.733788888077196,0,1,7,118,-238853.19132818445,2,0
2911,7550.203729868527,39936.7127603123,4,1,Bill Payment,2.438194838477817,1,1,8,21,32386.509030443773,2,0
2912,45112.16560339838,37814.05748695665,5,3,Transfer,3.7560648623620736,1,1,8,439,-7298.108116441734,2,0
2913,5105.570352097012,47170.79750926949,1,5,Bill Payment,3.3521690924141345,1,1,8,294,42065.22715717248,2,0
2914,100292.24970694262,20514.564048693566,21,4,Transfer,7.694791769334205,1,1,12,131,-79777.68565824904,5,0
2915,86769.93568548147,11112.950370160857,13,5,Deposit,25.741759824993416,0,1,9,761,-75656.9853153206,2,0
2916,888435.7993237968,27994.719357446404,3,2,Withdrawal,6.65308705049767,1,1,10,748,-860441.0799663503,5,0
2917,15504.29108833289,6426.4128893680945,2,5,Deposit,1.2073665281649248,1,1,16,725,-9077.878198964794,0,0
2918,83894.01957453095,15153.70504324994,8,4,Bill Payment,5.954956345611569,1,1,12,395,-68740.31453128101,3,0
2919,26799.408063652816,11186.514707894079,17,0,Withdrawal,4.7824915867426085,1,1,15,871,-15612.893355758737,4,0
2920,294120.12865278387,20431.622123056964,11,5,Deposit,1.1793704954657422,1,1,4,766,-273688.5065297269,4,0
2921,5230.882206592077,6449.612175108554,8,1,Bill Payment,1.3785160980643192,1,1,12,622,1218.7299685164771,3,0
2922,97734.57117567255,2560.2454828567948,17,6,Transfer,5.289081520722776,1,1,4,565,-95174.32569281575,3,0
2923,14922.201369797016,33182.90622687156,12,1,Deposit,8.246579382518684,1,1,8,731,18260.70485707454,3,0
2924,19372.76796508034,30902.19993620044,13,1,Withdrawal,7.185918970140714,1,1,7,803,11529.431971120099,3,0
2925,26463.057132881306,35709.5878658944,9,5,Bill Payment,4.662251619761571,1,1,10,341,9246.530733013093,3,0
2926,36478.590026551254,33358.93557329585,2,2,Deposit,13.866327759101232,1,1,8,927,-3119.6544532554035,0,0
2927,17457.801651375223,6600.439375976792,6,1,Bill Payment,6.566065969336704,1,1,8,503,-10857.362275398431,3,0
